#,Sistema-Modulo,Projeto-Modulo,# Projeto Hierarquia,Projeto Hierarquia,Tipo,Situação,Título,Atribuído para,Catálogo_01 (Memora - 13/2020),HET (Real),qtd_servicos,Início,Tarefa pai,Qtd. de Anexos
74455,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Atividade,Fechada,Verificar porque não contabiliza corretamente o documento,Darckles Pereira de Almeida,,,,2023-01-28,,1
74452,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",Encerramento e Abertura de Exercício - 2022/2023,,,Implementação,Fechada,Alteração Regra Negócio Distribuição Superávit,Darckles Pereira de Almeida,,,,2023-01-27,,1
74450,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Implementar relatório TCE de Obrigações e Créditos [relatório],Alessandro Jorge Rodrigues da Silva,,,1,2023-01-30,69398,3
74440,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Implementar  relatório Sintético  Obrigações e Créditos (Resumo) [relatório],Alessandro Jorge Rodrigues da Silva,,,,2023-01-30,69398,3
74439,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",Encerramento e Abertura de Exercício - 2022/2023,,,Implementação,Fechada,Alteração Distribuição Superávit ( Status do Registro Contábil ),Darckles Pereira de Almeida,,,,2023-01-27,,1
74426,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Fechada,Corrigir erro na baixa de prestações,Geison Leal Feitosa,,,,2023-01-27,70884,3
74408,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Remover retenção automática - CHECKLIST AUTOMÁTIO ,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,6,2023-01-27,58361,0
74325,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",Encerramento e Abertura de Exercício - 2022/2023,,,Implementação,Fechada,Alteração Vinculo Exercício 2022 /2023 .,Darckles Pereira de Almeida,,,,2023-01-26,,1
74301,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Correção - VERIFICAÇÃO DE INTEGRIDADE DOS PROCEDIMENTOS CONTÁBEIS – ANO 2022,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-01-26,58361,8
74266,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alterações - Anexo 19  (2022) ,Carlos Augusto Costa Bastos,,,,2023-01-26,58361,9
74198,SCG - Sistema de Contabilidade Geral (Agente),SCG-Integrações,65238,SCG-Integrações,Implementação,Fechada,Alterar documentos do SCG ,Geison Leal Feitosa,,,,2023-01-25,74197,0
74197,SCG - Sistema de Contabilidade Geral (Agente),SCG-Integrações,65232,SCG-Integrações,Funcionalidade,Nova,Alterar os documentos SCG,,,,,2023-01-25,65238,1
74159,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração -  Inserir filtro novo na regra do ANEXO 13 do Ano 2022,Marco Antonio Silva Pegado,,,,2023-01-25,58361,8
74114,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",Encerramento e Abertura de Exercício - 2022/2023,,,Implementação,Fechada,Distribuição de Superávit ( retirar valor absoluto Quadro 1 e Quadro 2),Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-01-25,,1
74112,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Análise e estudo - Teste em PRODUÇÃO – Verificação Igualdade Classes 5 e 6 dos Restos a Pagar,Carlos Augusto Costa Bastos,,,,2023-01-25,58361,3
73979,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada, Correção - Movimentação Bancária CUTE – ANO 2022 Produção,Marco Antonio Silva Pegado,,,,2023-01-24,58361,1
73960,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Análise - Alteração SQL do encerramento de exercicio,Marco Antonio Silva Pegado,,,,2023-01-24,58361,3
73943,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",Encerramento e Abertura de Exercício - 2022/2023,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Atualização de Vínculos Órgãos ,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-01-24,58361,3
73885,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Deploy ScgAgent ( JANEIRO),Darckles Pereira de Almeida,,,,2023-01-23,58361,0
73884,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Deploy Manual em Produção - ScgWeb ( Janeiro),Darckles Pereira de Almeida,,,,2023-01-23,58361,0
73882,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração SQL do encerramento de exercicio,Marco Antonio Silva Pegado,,,,2023-01-23,58361,4
73877,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração SQLs - Demonstrativo dos Valores Repassados ao FUNDEB – Ano 2022,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,4,2023-01-23,58361,12
73867,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção - relatório Demonstrativo de Restos a Pagar / Unidade ,Carlos Augusto Costa Bastos,,,,2023-01-23,58361,7
73857,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Correção - manter conta contábil,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-01-23,58361,10
73841,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Erro balanço anual 2022 -  NullPointException,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-01-23,58361,2
73836,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",Encerramento e Abertura de Exercício - 2022/2023,,,Implementação,Fechada,Alteração na Regra Tipo 20 ( inclusão do atributo - Classe 8 Não Distribuir ),Darckles Pereira de Almeida,,,,2023-01-23,,1
73832,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",Encerramento e Abertura de Exercício - 2022/2023,,,Implementação,Fechada,Alteração Superávit ,Darckles Pereira de Almeida,,,,2023-01-23,,4
73780,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Retenção automática - CHECKLIST AUTOMÁTIO (correção),Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,5,2023-01-20,58361,9
73716,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada, Alteração - funcionalidade Nota de Rodapé – ANO 2022,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,10,2023-01-19,58361,4
73713,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Valores Errados - Relatório DEMONSTRATIVO SINTÉTICO DA MOVIMENTAÇÃO DO ALMOXARIFADO,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AnáliseExploratóriadeProblemas,,,2023-01-19,58361,5
73692,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,"Alteração ANEXO 11,  ANEXO 11 - RESUMO e ANEXO 02  (nova regra) Produção",Carlos Augusto Costa Bastos,,,,2023-01-19,58361,1
73671,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",Encerramento e Abertura de Exercício - 2022/2023,,,Implementação,Fechada,Alteração Superávit ,Darckles Pereira de Almeida,,,,2023-01-19,,2
73624,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração do serviço de consulta de superavit,Darckles Pereira de Almeida,,,,2023-01-18,58361,2
73594,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Análise- classe  5 e 6 não vinculadas no processamento automático,Darckles Pereira de Almeida,,,,2023-01-18,58361,3
73566,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66265,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Funcionalidade,Em andamento,Implementação de Melhorias SPC,,,,,2023-03-06,66266,0
73508,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção - Visualização da Parametrização – ANO 2022,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,,2023-01-17,58361,7
73420,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Correções -  Demonstrativo Intangível e Diferido – ANO 2022,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-01-16,58361,7
73366,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Nova,Inconsistência - FECHAMENTO DO MÊS CONTÁBIL – Ano 2022   ,Darckles Pereira de Almeida,,,,2023-01-16,58361,7
73288,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alterar Relatório - DEMONSTRATIVO DAS DISPONIBILIDADES CLASSE 1 X CLASSE 8 - FORA DA SISTEMÁTICA CUTE,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,,2023-01-13,58361,4
73261,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção SQL - consultaSaldoAcumuladoSucessor - SaldoContaCorrenteDAOJpa,Darckles Pereira de Almeida,,,,2023-01-13,58361,2
73245,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração ANEXO – 11 Resumo (nova regra),Carlos Augusto Costa Bastos,,,,2023-01-13,58361,2
73244,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção SQL - SaldoContaCorrenteOnLineDAOJpa e SaldoContaCorrenteDAOJpa,Darckles Pereira de Almeida,,,,2023-01-13,58361,3
73158,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Relatório/Alteração - VERIFICAÇÃO DE INTEGRIDADE DOS PROCEDIMENTOS CONTÁBEIS ,Marco Antonio Silva Pegado,,,,2023-01-13,58361,7
73129,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Implementação,Fechada,Implementar funcionalidade do ajuste de código contábil da prestação [Backend],Alessandro Jorge Rodrigues da Silva,,,,2023-01-13,70884,0
73128,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Implementação,Fechada,Implementar funcionalidade do ajuste de código contábil da prestação [TELA],Alessandro Jorge Rodrigues da Silva,,,,2023-01-13,70884,1
73117,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção (Garantia),Resolvida,COMPROVANTE - CRÉDITOS A RECEBER (DOC 7003) - (CORREÇÃO GARANTIA),Lua Da Costa Santos De Jesus,,,,2023-01-13,70808,2
73116,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,"Remover o CO defaul ""0"" para Inscrição de Resto a Pagar",Darckles Pereira de Almeida,,,,2023-01-13,58361,0
73111,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),68588,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Teste,Fechada,Teste e validação de entregas SPC,Junior Batista Menezes,25-TestesFuncionaisManuais,,4,2023-01-13,68588,5
73109,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,,,Implantação,Fechada,Alteração no Encerramento do Exercício ( Copiar Regra ),Darckles Pereira de Almeida,,,,2023-01-13,,1
73106,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Erro Anexo 14 qd 01,Jose Humberto Froes Junior,21-Manutenções-AnáliseExploratóriadeProblemas,,,2023-01-13,58361,2
73094,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração ANEXO – 11 (nova regra),Carlos Augusto Costa Bastos,,,,2023-01-13,58361,3
73089,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Implementação,Fechada,Implementar funcionalidade do ajuste de código contábil da prestação,Alessandro Jorge Rodrigues da Silva,,,,2023-01-12,70884,1
73084,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração - VERIFICAÇÃO DE INTEGRIDADE DOS PROCEDIMENTOS CONTÁBEIS – ANO 2022,Marco Antonio Silva Pegado,,,,2023-01-12,58361,4
73059,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Fechada,Implementar funcionalidade de Deletar Registro de Obrigações e Créditos não contabilizado [Tela-ajuste],Alessandro Jorge Rodrigues da Silva,,,,2023-01-12,70884,0
73057,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção SQL - SaldoContaCorrenteOnLineDAOJpa,Darckles Pereira de Almeida,,,,2023-01-12,58361,2
73042,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alterações - TRANSFERENCIA DE SUPERAVIT - Front-End,Darckles Pereira de Almeida,,,,2023-01-12,58361,3
73041,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,,,Implementação,Fechada,"Alteração Reversão de Saldo da Disponibilidade da CUTE, dos Órgãos, para o Tesouro",Carlos Augusto Costa Bastos,,,,2023-01-12,,5
73017,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),68588,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Atividade,Fechada,Acompanhamento de implantação em produção,Junior Batista Menezes,32-OperaçãoAssistidadeApoio,,,2023-01-10,68588,14
73004,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Implementação,Fechada,implementar funcionalidade de Deletar Registro de Obrigações e Créditos não contabilizado ,Alessandro Jorge Rodrigues da Silva,,,,2023-01-11,70884,3
72998,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Teste em PRODUÇÃO – Verificação Igualdade Classes 5 e 6 dos Restos a Pagar,Carlos Augusto Costa Bastos,,,,2023-01-11,58361,16
